Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
190822649,E12,19035104,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:26:46 PM,03/23/2019 04:28:34 PM,03/23/2019 04:29:56 PM,03/23/2019 04:30:10 PM,03/23/2019 04:45:01 PM,,,Code 2 Transport,03/23/2019 04:47:43 PM,0 Block of DEMING ST,San Francisco,94114,B05,24,5265,2,2,2,true,Non Life-threatening,1,ENGINE,2,5,8,Castro/Upper Market,"(37.76055036812685, -122.4450964015667)",190822649-E12
190822649,AM112,19035104,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:26:46 PM,03/23/2019 04:28:34 PM,03/23/2019 04:29:56 PM,03/23/2019 04:30:40 PM,03/23/2019 04:37:37 PM,03/23/2019 04:52:01 PM,03/23/2019 04:59:17 PM,Code 2 Transport,03/23/2019 05:46:38 PM,0 Block of DEMING ST,San Francisco,94114,B05,24,5265,2,2,2,false,Non Life-threatening,1,PRIVATE,1,5,8,Castro/Upper Market,"(37.76055036812685, -122.4450964015667)",190822649-AM112
190822647,T16,19035103,Alarms,03/23/2019,03/23/2019,03/23/2019 04:27:20 PM,03/23/2019 04:28:30 PM,03/23/2019 04:28:40 PM,03/23/2019 04:28:53 PM,03/23/2019 04:33:26 PM,,,Fire,03/23/2019 04:44:38 PM,1600 Block of NORTH POINT ST,San Francisco,94123,B04,16,3455,3,3,3,false,Alarm,1,TRUCK,1,4,2,Marina,"(37.80398248072659, -122.43435795731237)",190822647-T16
190822647,E51,19035103,Alarms,03/23/2019,03/23/2019,03/23/2019 04:27:20 PM,03/23/2019 04:28:30 PM,03/23/2019 04:28:40 PM,03/23/2019 04:31:10 PM,,,,Fire,03/23/2019 04:34:55 PM,1600 Block of NORTH POINT ST,San Francisco,94123,B04,16,3455,3,3,3,true,Alarm,1,ENGINE,3,4,2,Marina,"(37.80398248072659, -122.43435795731237)",190822647-E51
190822647,B04,19035103,Alarms,03/23/2019,03/23/2019,03/23/2019 04:27:20 PM,03/23/2019 04:28:30 PM,03/23/2019 04:28:40 PM,03/23/2019 04:29:04 PM,03/23/2019 04:34:44 PM,,,Fire,03/23/2019 04:44:45 PM,1600 Block of NORTH POINT ST,San Francisco,94123,B04,16,3455,3,3,3,false,Alarm,1,CHIEF,2,4,2,Marina,"(37.80398248072659, -122.43435795731237)",190822647-B04
190822643,KM02,19035102,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:26:04 PM,03/23/2019 04:27:38 PM,03/23/2019 04:27:58 PM,03/23/2019 04:28:37 PM,,,,No Merit,03/23/2019 04:36:46 PM,SCOTT ST/GREEN ST,San Francisco,94123,B04,16,4121,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,4,2,Pacific Heights,"(37.79553286655356, -122.44023413802022)",190822643-KM02
190822643,E38,19035102,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:26:04 PM,03/23/2019 04:27:38 PM,03/23/2019 04:27:58 PM,03/23/2019 04:29:39 PM,,,,No Merit,03/23/2019 04:32:34 PM,SCOTT ST/GREEN ST,San Francisco,94123,B04,16,4121,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,4,2,Pacific Heights,"(37.79553286655356, -122.44023413802022)",190822643-E38
190822643,E16,19035102,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:26:04 PM,03/23/2019 04:27:38 PM,03/23/2019 04:27:58 PM,03/23/2019 04:29:26 PM,03/23/2019 04:31:26 PM,,,No Merit,03/23/2019 04:36:47 PM,SCOTT ST/GREEN ST,San Francisco,94123,B04,16,4121,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,2,Pacific Heights,"(37.79553286655356, -122.44023413802022)",190822643-E16
190822637,E03,19035101,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:24:33 PM,03/23/2019 04:26:35 PM,03/23/2019 04:26:54 PM,03/23/2019 04:28:06 PM,,,,Code 2 Transport,03/23/2019 04:41:26 PM,OFARRELL ST/LARKIN ST,San Francisco,94109,B04,03,1642,2,2,2,true,Potentially Life-Threatening,1,ENGINE,2,2,6,Tenderloin,"(37.78516721469871, -122.41790141135981)",190822637-E03
190822637,65,19035101,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:24:33 PM,03/23/2019 04:26:35 PM,03/23/2019 04:26:54 PM,03/23/2019 04:26:59 PM,03/23/2019 04:37:03 PM,03/23/2019 04:52:34 PM,03/23/2019 05:09:29 PM,Code 2 Transport,03/23/2019 05:38:45 PM,OFARRELL ST/LARKIN ST,San Francisco,94109,B04,03,1642,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,"(37.78516721469871, -122.41790141135981)",190822637-65
190822610,52,19035100,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:21:53 PM,03/23/2019 04:21:53 PM,03/23/2019 04:22:32 PM,03/23/2019 04:22:40 PM,03/23/2019 04:38:43 PM,,,Patient Declined Transport,03/23/2019 04:57:02 PM,0 Block of DRUMM ST,San Francisco,94111,B01,13,1113,A,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Financial District/South Beach,"(37.79411690579413, -122.39655642617309)",190822610-52
190822607,E28,19035099,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:20:01 PM,03/23/2019 04:20:41 PM,03/23/2019 04:21:23 PM,03/23/2019 04:22:12 PM,03/23/2019 04:25:16 PM,,,Code 2 Transport,03/23/2019 04:46:05 PM,0 Block of BEACH ST,San Francisco,94133,B01,28,0939,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,1,3,North Beach,"(37.80805009690594, -122.40987728293071)",190822607-E28
190822607,61,19035099,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:20:01 PM,03/23/2019 04:20:41 PM,03/23/2019 04:21:23 PM,03/23/2019 04:21:27 PM,03/23/2019 04:33:50 PM,03/23/2019 04:53:40 PM,03/23/2019 05:25:24 PM,Code 2 Transport,03/23/2019 06:19:53 PM,0 Block of BEACH ST,San Francisco,94133,B01,28,0939,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,3,North Beach,"(37.80805009690594, -122.40987728293071)",190822607-61
190822606,T07,19035098,Alarms,03/23/2019,03/23/2019,03/23/2019 04:18:20 PM,03/23/2019 04:20:35 PM,03/23/2019 04:20:46 PM,03/23/2019 04:20:58 PM,03/23/2019 04:23:49 PM,,,Fire,03/23/2019 04:32:13 PM,3100 Block of 24TH ST,San Francisco,94110,B06,07,5526,3,3,3,false,Alarm,1,TRUCK,2,6,9,Mission,"(37.75246098461753, -122.41572421392488)",190822606-T07
190822606,E07,19035098,Alarms,03/23/2019,03/23/2019,03/23/2019 04:18:20 PM,03/23/2019 04:20:35 PM,03/23/2019 04:20:46 PM,03/23/2019 04:21:57 PM,03/23/2019 04:23:48 PM,,,Fire,03/23/2019 04:32:30 PM,3100 Block of 24TH ST,San Francisco,94110,B06,07,5526,3,3,3,true,Alarm,1,ENGINE,1,6,9,Mission,"(37.75246098461753, -122.41572421392488)",190822606-E07
190822606,B06,19035098,Alarms,03/23/2019,03/23/2019,03/23/2019 04:18:20 PM,03/23/2019 04:20:35 PM,03/23/2019 04:20:46 PM,03/23/2019 04:24:07 PM,03/23/2019 04:24:30 PM,,,Fire,03/23/2019 04:31:52 PM,3100 Block of 24TH ST,San Francisco,94110,B06,07,5526,3,3,3,false,Alarm,1,CHIEF,3,6,9,Mission,"(37.75246098461753, -122.41572421392488)",190822606-B06
190822600,QRV1,19035097,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:17:32 PM,03/23/2019 04:19:24 PM,03/23/2019 04:20:04 PM,03/23/2019 04:20:07 PM,03/23/2019 04:22:16 PM,,,Code 2 Transport,03/23/2019 04:35:04 PM,700 Block of EDDY ST,San Francisco,94109,B02,03,3163,2,2,2,true,,1,SUPPORT,1,2,6,Tenderloin,"(37.78305200255851, -122.42001027025522)",190822600-QRV1
190822600,73,19035097,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:17:32 PM,03/23/2019 04:19:24 PM,03/23/2019 04:20:04 PM,03/23/2019 04:20:09 PM,03/23/2019 04:24:59 PM,03/23/2019 04:34:35 PM,03/23/2019 05:06:52 PM,Code 2 Transport,03/23/2019 05:34:39 PM,700 Block of EDDY ST,San Francisco,94109,B02,03,3163,2,2,2,true,,1,MEDIC,2,2,6,Tenderloin,"(37.78305200255851, -122.42001027025522)",190822600-73
190822560,RC4,19035096,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:06:22 PM,03/23/2019 04:07:08 PM,03/23/2019 04:08:18 PM,03/23/2019 04:09:46 PM,03/23/2019 04:17:31 PM,,,Code 3 Transport,03/23/2019 04:26:59 PM,1800 Block of OCEAN AVE,San Francisco,94112,B09,15,8456,3,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,9,7,West of Twin Peaks,"(37.7251865159091, -122.46167348831217)",190822560-RC4
190822560,KM01,19035096,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:06:22 PM,03/23/2019 04:07:08 PM,03/23/2019 04:08:18 PM,03/23/2019 04:08:58 PM,03/23/2019 04:12:46 PM,03/23/2019 04:23:02 PM,03/23/2019 04:51:22 PM,Code 3 Transport,03/23/2019 05:47:13 PM,1800 Block of OCEAN AVE,San Francisco,94112,B09,15,8456,3,E,3,false,Potentially Life-Threatening,1,PRIVATE,2,9,7,West of Twin Peaks,"(37.7251865159091, -122.46167348831217)",190822560-KM01
190822560,E15,19035096,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:06:22 PM,03/23/2019 04:07:08 PM,03/23/2019 04:08:18 PM,03/23/2019 04:08:59 PM,03/23/2019 04:10:58 PM,,,Code 3 Transport,03/23/2019 05:02:19 PM,1800 Block of OCEAN AVE,San Francisco,94112,B09,15,8456,3,E,3,true,Potentially Life-Threatening,1,ENGINE,1,9,7,West of Twin Peaks,"(37.7251865159091, -122.46167348831217)",190822560-E15
190822552,93,19035095,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:06:09 PM,03/23/2019 04:06:09 PM,03/23/2019 04:07:07 PM,03/23/2019 04:07:19 PM,03/23/2019 04:09:38 PM,,,Patient Declined Transport,03/23/2019 05:02:49 PM,1100 Block of OCEAN AVE,San Francisco,94112,B09,15,8472,B,2,2,true,Non Life-threatening,1,MEDIC,1,9,7,West of Twin Peaks,"(37.72385901200105, -122.45561586153802)",190822552-93
190822551,T17,19035094,Alarms,03/23/2019,03/23/2019,03/23/2019 04:05:07 PM,03/23/2019 04:06:05 PM,03/23/2019 04:06:28 PM,03/23/2019 04:08:36 PM,,,,Fire,03/23/2019 04:15:09 PM,500 Block of RAYMOND AVE,San Francisco,94134,B09,44,0629,3,3,3,false,Alarm,1,TRUCK,3,9,10,McLaren Park,"(37.7152821393105, -122.41447616062756)",190822551-T17
190822551,E44,19035094,Alarms,03/23/2019,03/23/2019,03/23/2019 04:05:07 PM,03/23/2019 04:06:05 PM,03/23/2019 04:06:28 PM,03/23/2019 04:07:34 PM,03/23/2019 04:10:34 PM,,,Fire,03/23/2019 04:15:09 PM,500 Block of RAYMOND AVE,San Francisco,94134,B09,44,0629,3,3,3,true,Alarm,1,ENGINE,2,9,10,McLaren Park,"(37.7152821393105, -122.41447616062756)",190822551-E44
190822551,B10,19035094,Alarms,03/23/2019,03/23/2019,03/23/2019 04:05:07 PM,03/23/2019 04:06:05 PM,03/23/2019 04:06:28 PM,03/23/2019 04:07:36 PM,03/23/2019 04:07:38 PM,,,Fire,03/23/2019 04:15:09 PM,500 Block of RAYMOND AVE,San Francisco,94134,B09,44,0629,3,3,3,false,Alarm,1,CHIEF,1,9,10,McLaren Park,"(37.7152821393105, -122.41447616062756)",190822551-B10
190822548,T03,19035093,Alarms,03/23/2019,03/23/2019,03/23/2019 04:03:51 PM,03/23/2019 04:05:31 PM,03/23/2019 04:05:59 PM,03/23/2019 04:07:11 PM,03/23/2019 04:10:14 PM,,,Fire,03/23/2019 04:10:58 PM,1100 Block of MARKET ST,San Francisco,94102,B02,36,1551,3,3,3,false,Alarm,1,TRUCK,2,2,6,Tenderloin,"(37.779666042606245, -122.41371122073035)",190822548-T03
190822548,E36,19035093,Alarms,03/23/2019,03/23/2019,03/23/2019 04:03:51 PM,03/23/2019 04:05:31 PM,03/23/2019 04:05:59 PM,03/23/2019 04:06:57 PM,03/23/2019 04:09:37 PM,,,Fire,03/23/2019 04:14:04 PM,1100 Block of MARKET ST,San Francisco,94102,B02,36,1551,3,3,3,true,Alarm,1,ENGINE,1,2,6,Tenderloin,"(37.779666042606245, -122.41371122073035)",190822548-E36
190822548,B02,19035093,Alarms,03/23/2019,03/23/2019,03/23/2019 04:03:51 PM,03/23/2019 04:05:31 PM,03/23/2019 04:05:59 PM,03/23/2019 04:07:50 PM,03/23/2019 04:10:21 PM,,,Fire,03/23/2019 04:11:47 PM,1100 Block of MARKET ST,San Francisco,94102,B02,36,1551,3,3,3,false,Alarm,1,CHIEF,3,2,6,Tenderloin,"(37.779666042606245, -122.41371122073035)",190822548-B02
190822528,E13,19035092,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:00:58 PM,03/23/2019 04:02:33 PM,03/23/2019 04:02:55 PM,03/23/2019 04:03:41 PM,03/23/2019 04:05:52 PM,,,Code 2 Transport,03/23/2019 04:23:40 PM,800 Block of BATTERY ST,San Francisco,94111,B01,13,1155,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Financial District/South Beach,"(37.799064300508185, -122.40107738992867)",190822528-E13
190822528,78,19035092,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:00:58 PM,03/23/2019 04:02:33 PM,03/23/2019 04:02:55 PM,03/23/2019 04:05:28 PM,03/23/2019 04:09:57 PM,03/23/2019 04:27:28 PM,03/23/2019 05:04:08 PM,Code 2 Transport,03/23/2019 05:42:08 PM,800 Block of BATTERY ST,San Francisco,94111,B01,13,1155,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,3,Financial District/South Beach,"(37.799064300508185, -122.40107738992867)",190822528-78
190822525,T07,19035091,Alarms,03/23/2019,03/23/2019,03/23/2019 04:00:34 PM,03/23/2019 04:02:05 PM,03/23/2019 04:02:12 PM,03/23/2019 04:03:31 PM,03/23/2019 04:06:05 PM,,,Fire,03/23/2019 04:08:37 PM,3100 Block of 24TH ST,San Francisco,94110,B06,07,5526,3,3,3,false,Alarm,1,TRUCK,2,6,9,Mission,"(37.75246098461753, -122.41572421392488)",190822525-T07
190822525,E07,19035091,Alarms,03/23/2019,03/23/2019,03/23/2019 04:00:34 PM,03/23/2019 04:02:05 PM,03/23/2019 04:02:12 PM,03/23/2019 04:02:42 PM,03/23/2019 04:05:32 PM,,,Fire,03/23/2019 04:08:37 PM,3100 Block of 24TH ST,San Francisco,94110,B06,07,5526,3,3,3,true,Alarm,1,ENGINE,1,6,9,Mission,"(37.75246098461753, -122.41572421392488)",190822525-E07
190822525,B06,19035091,Alarms,03/23/2019,03/23/2019,03/23/2019 04:00:34 PM,03/23/2019 04:02:05 PM,03/23/2019 04:02:12 PM,03/23/2019 04:03:49 PM,03/23/2019 04:07:52 PM,,,Fire,03/23/2019 04:08:37 PM,3100 Block of 24TH ST,San Francisco,94110,B06,07,5526,3,3,3,false,Alarm,1,CHIEF,3,6,9,Mission,"(37.75246098461753, -122.41572421392488)",190822525-B06
190822515,KM13,19035090,Medical Incident,03/23/2019,03/23/2019,03/23/2019 03:58:53 PM,03/23/2019 04:00:41 PM,03/23/2019 04:01:25 PM,03/23/2019 04:01:52 PM,03/23/2019 04:10:09 PM,03/23/2019 04:26:26 PM,03/23/2019 04:53:42 PM,Code 2 Transport,03/23/2019 05:09:46 PM,2600 Block of GEARY BLVD,San Francisco,94115,B05,10,4365,2,2,2,false,Non Life-threatening,1,PRIVATE,1,5,2,Lone Mountain/USF,"(37.7822483679158, -122.44659248149809)",190822515-KM13
190822511,KM08,19035089,Medical Incident,03/23/2019,03/23/2019,03/23/2019 04:00:20 PM,03/23/2019 04:00:20 PM,03/23/2019 04:00:44 PM,03/23/2019 04:01:09 PM,03/23/2019 04:26:10 PM,03/23/2019 04:51:40 PM,,Code 2 Transport,03/23/2019 05:25:31 PM,1800 Block of CLAY ST,San Francisco,94109,B04,41,3154,B,2,2,false,Non Life-threatening,1,PRIVATE,1,4,2,Pacific Heights,"(37.79212424391519, -122.42352828958283)",190822511-KM08
190822510,KM11,19035088,Medical Incident,03/23/2019,03/23/2019,03/23/2019 03:58:00 PM,03/23/2019 03:59:41 PM,03/23/2019 04:00:04 PM,03/23/2019 04:00:41 PM,03/23/2019 04:11:52 PM,03/23/2019 04:30:10 PM,03/23/2019 04:55:07 PM,Code 2 Transport,03/23/2019 05:17:12 PM,1400 Block of 48TH AVE,San Francisco,94122,B08,23,7723,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,8,4,Sunset/Parkside,"(37.75939478933321, -122.50807101113833)",190822510-KM11
190822510,E23,19035088,Medical Incident,03/23/2019,03/23/2019,03/23/2019 03:58:00 PM,03/23/2019 03:59:41 PM,03/23/2019 04:00:04 PM,03/23/2019 04:01:16 PM,03/23/2019 04:03:09 PM,,,Code 2 Transport,03/23/2019 04:28:48 PM,1400 Block of 48TH AVE,San Francisco,94122,B08,23,7723,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.75939478933321, -122.50807101113833)",190822510-E23
190822502,T06,19035087,Alarms,03/23/2019,03/23/2019,03/23/2019 03:56:11 PM,03/23/2019 03:57:58 PM,03/23/2019 03:58:20 PM,03/23/2019 04:02:12 PM,03/23/2019 04:02:17 PM,,,Fire,03/23/2019 04:07:47 PM,700 Block of STEINER ST #SUITEA,,94117,B05,21,3631,3,3,3,false,Alarm,1,TRUCK,3,5,5,Hayes Valley,"(37.77610473935531, -122.43286830118025)",190822502-T06
190822502,E21,19035087,Alarms,03/23/2019,03/23/2019,03/23/2019 03:56:11 PM,03/23/2019 03:57:58 PM,03/23/2019 03:58:20 PM,03/23/2019 03:59:27 PM,03/23/2019 04:01:44 PM,,,Fire,03/23/2019 04:07:18 PM,700 Block of STEINER ST #SUITEA,,94117,B05,21,3631,3,3,3,true,Alarm,1,ENGINE,1,5,5,Hayes Valley,"(37.77610473935531, -122.43286830118025)",190822502-E21
190822502,B05,19035087,Alarms,03/23/2019,03/23/2019,03/23/2019 03:56:11 PM,03/23/2019 03:57:58 PM,03/23/2019 03:58:20 PM,03/23/2019 04:01:50 PM,03/23/2019 04:01:53 PM,,,Fire,03/23/2019 04:07:47 PM,700 Block of STEINER ST #SUITEA,,94117,B05,21,3631,3,3,3,false,Alarm,1,CHIEF,2,5,5,Hayes Valley,"(37.77610473935531, -122.43286830118025)",190822502-B05
190822449,T12,19035086,Citizen Assist / Service Call,03/23/2019,03/23/2019,03/23/2019 03:44:54 PM,03/23/2019 03:46:56 PM,03/23/2019 03:47:14 PM,03/23/2019 03:48:11 PM,03/23/2019 03:50:56 PM,,,Fire,03/23/2019 04:01:30 PM,CARL ST/COLE ST,San Francisco,94117,B05,12,5151,3,3,3,false,Alarm,1,TRUCK,1,5,5,Haight Ashbury,"(37.76580002981964, -122.44995813040275)",190822449-T12
190822445,E41,19035085,Outside Fire,03/23/2019,03/23/2019,03/23/2019 03:44:33 PM,03/23/2019 03:46:23 PM,03/23/2019 03:46:31 PM,03/23/2019 03:47:03 PM,03/23/2019 03:52:25 PM,,,Fire,03/23/2019 03:53:38 PM,GEARY ST/LEAVENWORTH ST,San Francisco,94109,B04,03,1543,3,3,3,true,Fire,1,ENGINE,1,4,6,Tenderloin,"(37.78651981911321, -122.41480664822932)",190822445-E41
190822429,T19,19035084,Alarms,03/23/2019,03/23/2019,03/23/2019 03:41:18 PM,03/23/2019 03:42:57 PM,03/23/2019 03:43:19 PM,03/23/2019 03:44:19 PM,,,,Fire,03/23/2019 03:52:54 PM,300 Block of ARBALLO DR,San Francisco,94132,B08,19,8582,3,3,3,false,Alarm,1,TRUCK,3,8,7,Lakeshore,"(37.72083184102053, -122.48306644123367)",190822429-T19
190822429,E19,19035084,Alarms,03/23/2019,03/23/2019,03/23/2019 03:41:18 PM,03/23/2019 03:42:57 PM,03/23/2019 03:43:19 PM,03/23/2019 03:44:55 PM,03/23/2019 03:47:15 PM,,,Fire,03/23/2019 03:54:01 PM,300 Block of ARBALLO DR,San Francisco,94132,B08,19,8582,3,3,3,true,Alarm,1,ENGINE,1,8,7,Lakeshore,"(37.72083184102053, -122.48306644123367)",190822429-E19
190822429,B09,19035084,Alarms,03/23/2019,03/23/2019,03/23/2019 03:41:18 PM,03/23/2019 03:42:57 PM,03/23/2019 03:43:19 PM,03/23/2019 03:44:54 PM,,,,Fire,03/23/2019 03:52:59 PM,300 Block of ARBALLO DR,San Francisco,94132,B08,19,8582,3,3,3,false,Alarm,1,CHIEF,2,8,7,Lakeshore,"(37.72083184102053, -122.48306644123367)",190822429-B09
190822413,E18,19035083,Medical Incident,03/23/2019,03/23/2019,03/23/2019 03:37:56 PM,03/23/2019 03:38:35 PM,03/23/2019 03:38:49 PM,03/23/2019 03:40:34 PM,03/23/2019 03:42:15 PM,,,Code 2 Transport,03/23/2019 04:00:46 PM,1800 Block of 23RD AVE,San Francisco,94122,B08,18,7445,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,8,4,Sunset/Parkside,"(37.75311638634988, -122.48076280179514)",190822413-E18
190822413,74,19035083,Medical Incident,03/23/2019,03/23/2019,03/23/2019 03:37:56 PM,03/23/2019 03:38:35 PM,03/23/2019 03:38:49 PM,03/23/2019 03:38:56 PM,03/23/2019 03:41:07 PM,03/23/2019 04:03:19 PM,03/23/2019 04:25:16 PM,Code 2 Transport,03/23/2019 04:48:03 PM,1800 Block of 23RD AVE,San Francisco,94122,B08,18,7445,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,8,4,Sunset/Parkside,"(37.75311638634988, -122.48076280179514)",190822413-74
190822337,QRV2,19035081,Medical Incident,03/23/2019,03/23/2019,03/23/2019 03:20:42 PM,03/23/2019 03:22:20 PM,03/23/2019 03:23:03 PM,03/23/2019 03:23:07 PM,03/23/2019 03:30:28 PM,,,Code 2 Transport,03/23/2019 03:40:59 PM,0 Block of TURK ST,San Francisco,94102,B03,01,1365,2,2,2,true,Non Life-threatening,1,SUPPORT,1,3,6,Tenderloin,"(37.783386237938174, -122.40985372994119)",190822337-QRV2
190822337,75,19035081,Medical Incident,03/23/2019,03/23/2019,03/23/2019 03:20:42 PM,03/23/2019 03:22:20 PM,03/23/2019 03:23:03 PM,03/23/2019 03:23:07 PM,03/23/2019 03:32:19 PM,03/23/2019 03:40:06 PM,03/23/2019 03:45:53 PM,Code 2 Transport,03/23/2019 04:04:42 PM,0 Block of TURK ST,San Francisco,94102,B03,01,1365,2,2,2,true,Non Life-threatening,1,MEDIC,2,3,6,Tenderloin,"(37.783386237938174, -122.40985372994119)",190822337-75
190822330,E04,19035080,Smoke Investigation (Outside),03/23/2019,03/23/2019,03/23/2019 03:17:49 PM,03/23/2019 03:19:04 PM,03/23/2019 03:19:24 PM,03/23/2019 03:20:27 PM,03/23/2019 03:22:31 PM,,,Fire,03/23/2019 03:24:07 PM,16TH ST/3RD ST,San Francisco,94158,B03,04,2364,3,3,3,true,Alarm,1,ENGINE,1,3,6,Mission Bay,"(37.766903480239215, -122.38909910557874)",190822330-E04
190822329,RC2,19035079,Medical Incident,03/23/2019,03/23/2019,03/23/2019 03:18:23 PM,03/23/2019 03:18:49 PM,03/23/2019 03:19:53 PM,03/23/2019 03:22:24 PM,,,,No Merit,03/23/2019 03:23:54 PM,FILLMORE ST/OFARRELL ST,San Francisco,94115,B05,05,3536,3,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,4,5,Western Addition,"(37.78329259165327, -122.43270617972213)",190822329-RC2
190822329,E38,19035079,Medical Incident,03/23/2019,03/23/2019,03/23/2019 03:18:23 PM,03/23/2019 03:18:49 PM,03/23/2019 03:18:58 PM,03/23/2019 03:19:10 PM,,,,No Merit,03/23/2019 03:22:16 PM,FILLMORE ST/OFARRELL ST,San Francisco,94115,B05,05,3536,3,E,3,true,Potentially Life-Threatening,1,ENGINE,2,4,5,Western Addition,"(37.78329259165327, -122.43270617972213)",190822329-E38
190822329,AM108,19035079,Medical Incident,03/23/2019,03/23/2019,03/23/2019 03:18:23 PM,03/23/2019 03:18:49 PM,03/23/2019 03:18:58 PM,03/23/2019 03:19:38 PM,03/23/2019 03:22:12 PM,,,No Merit,03/23/2019 03:24:08 PM,FILLMORE ST/OFARRELL ST,San Francisco,94115,B05,05,3536,3,E,3,false,Potentially Life-Threatening,1,PRIVATE,1,4,5,Western Addition,"(37.78329259165327, -122.43270617972213)",190822329-AM108
190822326,67,19035078,Medical Incident,03/23/2019,03/23/2019,03/23/2019 03:17:56 PM,03/23/2019 03:17:56 PM,03/23/2019 03:18:31 PM,03/23/2019 03:18:35 PM,03/23/2019 03:29:59 PM,,,Against Medical Advice,03/23/2019 04:12:12 PM,2600 Block of BAY SHORE BLVD,San Francisco,94134,B10,44,6254,A,2,2,true,Non Life-threatening,1,MEDIC,1,9,10,Visitacion Valley,"(37.70865270928525, -122.4053833480791)",190822326-67
190822311,KM01,19035077,Medical Incident,03/23/2019,03/23/2019,03/23/2019 03:14:14 PM,03/23/2019 03:14:14 PM,03/23/2019 03:16:13 PM,03/23/2019 03:16:48 PM,03/23/2019 03:29:56 PM,,,SFPD,03/23/2019 03:39:36 PM,5400 Block of MISSION ST,San Francisco,94112,B09,33,6177,A,3,3,false,Potentially Life-Threatening,1,PRIVATE,1,9,11,Outer Mission,"(37.71310834332644, -122.44431402518809)",190822311-KM01
190822309,RC4,19035076,Medical Incident,03/23/2019,03/23/2019,03/23/2019 03:11:16 PM,03/23/2019 03:13:59 PM,03/23/2019 03:14:45 PM,03/23/2019 03:16:21 PM,,,,Code 2 Transport,03/23/2019 03:19:59 PM,0 Block of STAPLES AV,San Francisco,94131,B09,15,8222,2,2,2,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,9,7,West of Twin Peaks,"(37.72904273781267, -122.44343936825656)",190822309-RC4
190822309,KM01,19035076,Medical Incident,03/23/2019,03/23/2019,03/23/2019 03:11:16 PM,03/23/2019 03:13:59 PM,03/23/2019 03:14:45 PM,,,,,Code 2 Transport,03/23/2019 03:15:30 PM,0 Block of STAPLES AV,San Francisco,94131,B09,15,8222,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,4,9,7,West of Twin Peaks,"(37.72904273781267, -122.44343936825656)",190822309-KM01
190822309,E15,19035076,Medical Incident,03/23/2019,03/23/2019,03/23/2019 03:11:16 PM,03/23/2019 03:13:59 PM,03/23/2019 03:14:45 PM,03/23/2019 03:15:30 PM,03/23/2019 03:18:13 PM,,,Code 2 Transport,03/23/2019 03:30:46 PM,0 Block of STAPLES AV,San Francisco,94131,B09,15,8222,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,9,7,West of Twin Peaks,"(37.72904273781267, -122.44343936825656)",190822309-E15
